GeneName	4R07C00CMN09NSFBV	4R08C69DMN09NSFBV	4R16C59DMN09NSFBV	FN_2R14C31CMN09NSFBV	FN_2R25C06CMN09NSFBV	FN_6R42C96DMN09NSFBV	M92-220-01	M92-220-02	M92-220-05	M92-220-06	M92-220-07
GmISU01.11G142000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G142100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G142200	0	0	0	0	0	0	0	0	0	1	0
GmISU01.11G142300	1	8	16	17	5	6	12	7	4	2	5
GmISU01.11G142350	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G142400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G142500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G142600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G142700	0	0	1	1	0	1	0	0	1	0	0
GmISU01.11G142800	0	1	0	0	0	0	0	0	0	0	0
GmISU01.11G142900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143600	0	0	0	0	0	0	1	0	0	0	0
GmISU01.11G143700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143850	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G143900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144250	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144300	0	4	5	6	1	1	3	2	3	4	4
GmISU01.11G144400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144450	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G144900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145300	2	3	4	6	2	1	3	3	1	0	2
GmISU01.11G145400	0	0	0	0	0	0	0	1	0	0	0
GmISU01.11G145500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G145900	0	1	0	0	0	0	0	0	0	0	0
GmISU01.11G146000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146400	1	1	8	2	1	8	6	6	10	8	9
GmISU01.11G146500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146600	1	0	0	0	0	1	0	0	1	3	2
GmISU01.11G146700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G146900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G147000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G147100	3	12	11	14	4	13	14	19	25	15	23
GmISU01.11G147150	0	0	0	0	0	1	0	0	0	0	0
GmISU01.11G147200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G147300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G147400	3	5	8	4	2	3	1	7	0	3	0
GmISU01.11G147500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G147600	129	173	150	205	86	186	248	221	392	348	316
GmISU01.11G147700	0	0	1	0	0	0	0	0	0	0	0
GmISU01.11G147800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G147900	10	15	6	17	1	22	35	16	60	33	32
GmISU01.11G148000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148500	0	0	0	1	0	0	0	0	0	0	0
GmISU01.11G148600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148700	0	0	0	0	0	0	4	0	0	0	0
GmISU01.11G148800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G148900	0	0	5	0	2	1	0	1	1	0	0
GmISU01.11G149000	1	1	0	0	0	0	1	0	0	0	0
GmISU01.11G149100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G149900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150000	0	0	0	0	0	0	0	0	0	0	1
GmISU01.11G150100	0	0	0	0	0	0	1	0	0	0	0
GmISU01.11G150200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G150900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151000	0	0	0	0	0	0	0	0	0	1	0
GmISU01.11G151100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151701	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G151900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152050	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152550	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G152900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G153900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154001	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G154900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155200	0	0	0	0	0	0	0	1	0	0	0
GmISU01.11G155300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155500	0	0	0	0	0	0	0	0	0	1	0
GmISU01.11G155600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G155900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156450	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G156900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157500	14	24	22	23	9	18	28	41	12	14	20
GmISU01.11G157600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G157900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G158900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G159900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160100	0	1	0	0	0	1	0	0	1	0	0
GmISU01.11G160150	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G160900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G161900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G162900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G163900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164200	0	0	0	1	0	0	0	1	0	0	0
GmISU01.11G164300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164700	0	0	0	0	0	0	0	3	1	2	0
GmISU01.11G164800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G164900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G165900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166500	0	0	0	0	0	0	1	0	0	0	0
GmISU01.11G166600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G166900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G167900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G168800	1	0	0	0	0	1	0	0	0	0	0
GmISU01.11G168900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169300	0	0	3	1	0	0	0	2	0	1	0
GmISU01.11G169400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G169900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G170900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171533	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171566	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G171900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G172900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173100	0	0	0	0	0	0	0	0	0	0	1
GmISU01.11G173200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173600	0	0	0	0	1	0	0	0	0	0	0
GmISU01.11G173700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173850	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G173900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174100	0	0	0	0	0	0	0	0	0	0	1
GmISU01.11G174200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174300	0	0	0	0	0	0	2	0	0	0	0
GmISU01.11G174400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G174900	0	0	0	0	0	0	0	0	0	0	1
GmISU01.11G175000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G175900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G176900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177450	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G177950	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178601	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178750	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178850	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G178900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179650	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G179900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180000	1	3	3	8	4	2	5	4	2	6	1
GmISU01.11G180100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G180900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181000	1	5	4	0	1	3	4	2	1	1	5
GmISU01.11G181100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181433	4	1	0	3	1	5	10	1	5	6	5
GmISU01.11G181466	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G181900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G182000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G182100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G182200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.11G182300	0	0	0	3	0	0	0	1	2	1	0
GmISU01.11G182400	0	2	0	1	1	0	0	0	1	1	0
