GeneName	Bert-01	Bert-02	Bert-03	Bert-04	Bert-05	WTP0579-16	WTP0579-18	WTP0579-26	WTP0579-32
GmISU01.09G231600	0	0	0	0	0	0	0	0	0
GmISU01.09G231700	0	0	0	0	0	0	0	0	0
GmISU01.09G231800	0	0	0	0	0	0	0	0	0
GmISU01.09G231900	0	0	0	0	0	0	0	0	0
GmISU01.09G232000	0	0	0	0	0	0	0	0	0
GmISU01.09G232100	0	0	0	0	0	0	0	0	0
GmISU01.09G232200	0	0	0	0	0	0	0	0	0
GmISU01.09G232300	0	0	0	0	0	0	0	0	0
GmISU01.09G232400	0	0	0	0	0	0	0	0	0
GmISU01.09G232500	0	0	0	0	0	0	0	0	0
GmISU01.09G232600	0	0	0	0	0	0	0	0	0
GmISU01.09G232700	0	0	0	0	0	0	0	0	0
GmISU01.09G232800	0	0	0	0	0	0	0	0	0
GmISU01.09G232900	0	0	0	0	0	0	0	0	0
GmISU01.09G233000	0	0	0	0	0	0	0	0	0
GmISU01.09G233100	0	0	0	0	0	0	0	0	0
GmISU01.09G233150	0	0	0	0	0	0	0	0	0
GmISU01.09G233200	0	0	0	0	0	0	0	0	0
GmISU01.09G233300	0	0	0	0	0	0	0	0	0
GmISU01.09G233400	0	0	0	0	0	0	0	0	0
GmISU01.09G233500	0	0	0	0	0	0	0	0	0
GmISU01.09G233600	0	0	0	0	0	0	0	0	0
GmISU01.09G233700	0	0	0	0	0	0	0	0	0
GmISU01.09G233800	0	0	0	0	0	0	0	0	0
GmISU01.09G233900	0	0	0	0	0	0	0	0	0
GmISU01.09G234000	0	0	0	0	0	0	0	0	0
GmISU01.09G234100	0	0	0	0	0	0	0	0	0
GmISU01.09G234200	0	0	0	0	0	0	0	0	0
GmISU01.09G234300	0	0	0	0	0	0	0	0	0
GmISU01.09G234400	0	0	0	0	0	0	0	0	0
GmISU01.09G234500	0	0	0	0	0	0	0	0	0
GmISU01.09G234600	0	0	0	0	0	0	0	0	0
GmISU01.09G234700	0	0	0	0	0	0	0	0	0
GmISU01.09G234800	0	0	0	0	0	0	0	0	0
GmISU01.09G234900	0	0	0	0	0	0	0	0	0
GmISU01.09G235000	0	0	0	0	0	0	0	0	0
GmISU01.09G235100	0	0	0	0	0	0	0	0	0
GmISU01.09G235200	0	0	0	0	0	0	0	0	0
GmISU01.09G235300	0	0	0	0	0	0	0	0	0
GmISU01.09G235400	0	0	0	0	0	0	0	0	0
GmISU01.09G235500	0	0	0	0	0	0	0	0	0
GmISU01.09G235600	0	0	0	0	0	0	0	0	0
GmISU01.09G235701	0	0	0	0	0	0	0	0	0
GmISU01.09G235800	0	0	0	0	0	0	0	0	0
GmISU01.09G235900	0	0	0	0	0	0	0	0	0
GmISU01.09G236000	0	0	0	0	0	0	0	0	0
GmISU01.09G236100	0	0	0	0	0	0	0	0	0
GmISU01.09G236200	0	0	0	0	0	0	0	0	0
GmISU01.09G236300	0	0	0	0	0	0	0	0	0
GmISU01.09G236400	0	0	0	0	0	0	0	0	0
GmISU01.09G236500	0	0	0	0	0	0	0	0	0
GmISU01.09G236600	0	0	0	0	0	0	0	0	0
GmISU01.09G236700	0	0	0	0	0	0	0	0	0
GmISU01.09G236800	0	0	0	0	0	0	0	0	0
GmISU01.09G236900	0	0	0	0	0	0	0	0	0
GmISU01.09G237000	0	0	0	0	0	0	0	0	0
GmISU01.09G237100	0	0	0	0	0	0	0	0	0
GmISU01.09G237200	0	0	0	0	0	0	0	0	0
GmISU01.09G237300	0	0	0	0	0	0	0	0	0
GmISU01.09G237400	0	0	0	0	0	0	0	0	0
GmISU01.09G237500	0	0	0	0	0	0	0	0	0
GmISU01.09G237600	0	0	0	0	0	0	0	0	0
GmISU01.09G237700	0	0	0	0	0	0	0	0	0
GmISU01.09G237800	0	0	0	0	0	0	0	0	0
GmISU01.09G237900	0	0	0	0	0	0	0	0	0
GmISU01.09G238000	0	0	0	0	0	0	0	0	0
GmISU01.09G238100	0	0	0	0	0	0	0	0	0
GmISU01.09G238200	0	0	0	0	0	0	0	0	0
GmISU01.09G238300	0	0	0	0	0	0	0	0	0
GmISU01.09G238400	0	0	0	0	0	0	0	0	0
GmISU01.09G238500	0	0	0	0	0	0	0	0	0
GmISU01.09G238600	0	0	0	0	0	0	0	0	0
GmISU01.09G238700	0	0	0	0	0	0	0	0	0
GmISU01.09G238800	0	0	0	0	0	0	0	0	0
GmISU01.09G238900	0	0	0	0	0	0	0	0	0
GmISU01.09G239000	0	0	0	0	0	0	0	0	0
GmISU01.09G239100	0	0	0	0	0	0	0	0	0
GmISU01.09G239200	0	0	0	0	0	0	0	0	0
GmISU01.09G239300	0	0	0	0	0	0	0	0	0
GmISU01.09G239400	0	0	0	0	0	0	0	0	0
GmISU01.09G239500	0	0	0	0	0	0	0	0	0
GmISU01.09G239600	0	0	0	0	0	0	0	0	0
GmISU01.09G239700	0	0	0	0	0	0	0	0	0
GmISU01.09G239800	0	0	0	0	0	0	0	0	0
GmISU01.09G239900	0	0	0	0	0	0	0	0	0
GmISU01.09G240000	0	0	0	0	0	0	0	0	0
GmISU01.09G240100	0	0	0	0	0	0	0	0	0
GmISU01.09G240200	0	0	0	0	0	0	0	0	0
GmISU01.09G240300	0	0	0	0	0	0	0	0	0
GmISU01.09G240400	0	0	0	0	0	0	0	0	0
GmISU01.10G000100	6	10	32	11	15	26	33	27	10
GmISU01.10G000200	0	0	0	0	0	0	0	0	0
GmISU01.10G000300	0	0	0	0	0	0	0	0	0
GmISU01.10G000400	322	249	265	107	439	266	464	253	311
GmISU01.10G000500	0	0	0	0	0	0	0	0	0
GmISU01.10G000600	35	60	35	36	50	36	43	44	35
GmISU01.10G000700	0	1	0	0	0	0	0	0	0
GmISU01.10G000800	264	268	317	412	369	290	359	332	246
GmISU01.10G000900	0	0	0	0	0	0	0	0	0
GmISU01.10G001000	18	26	44	45	33	22	23	27	37
GmISU01.10G001100	33	51	28	30	43	41	32	24	27
GmISU01.10G001200	0	0	0	1	0	1	0	3	0
GmISU01.10G001300	0	0	0	0	0	0	0	0	0
GmISU01.10G001400	4	5	10	2	2	7	1	10	2
GmISU01.10G001450	0	0	0	0	0	0	0	1	0
GmISU01.10G001500	0	0	0	0	0	0	0	0	0
GmISU01.10G001600	0	0	0	0	0	0	0	0	0
GmISU01.10G001650	0	0	0	0	0	0	0	0	0
GmISU01.10G001700	0	0	0	0	0	0	0	0	1
GmISU01.10G001800	0	0	0	1	0	0	2	0	1
GmISU01.10G001900	0	0	0	0	0	0	0	0	0
GmISU01.10G002000	403	665	899	228	524	355	363	308	330
GmISU01.10G002100	0	0	0	0	0	0	0	0	0
GmISU01.10G002200	0	0	0	0	0	0	0	0	0
GmISU01.10G002300	0	0	1	2	0	1	0	0	0
GmISU01.10G002400	0	0	0	0	0	0	0	0	0
GmISU01.10G002500	5	7	12	3	6	6	10	6	8
GmISU01.10G002600	0	0	0	0	0	0	0	0	0
GmISU01.10G002700	0	0	0	0	0	0	0	2	0
GmISU01.10G002800	0	0	0	2	1	0	0	0	1
GmISU01.10G002900	0	2	0	0	1	0	3	3	0
GmISU01.10G003000	1	4	1	0	1	0	1	1	5
GmISU01.10G003100	0	0	0	0	0	0	2	0	1
GmISU01.10G003200	0	0	0	0	0	0	0	0	0
GmISU01.10G003300	0	0	0	0	0	0	0	0	0
GmISU01.10G003400	0	0	0	0	0	0	0	0	0
GmISU01.10G003500	0	0	0	0	0	0	0	0	0
GmISU01.10G003600	0	0	0	0	0	0	1	1	0
GmISU01.10G003650	0	2	2	1	1	0	1	0	4
GmISU01.10G003700	9	11	7	8	3	11	5	3	3
GmISU01.10G003800	8	30	4	6	14	1	3	2	0
GmISU01.10G003900	0	0	0	0	0	0	0	0	0
GmISU01.10G004000	0	0	0	0	0	0	0	0	0
GmISU01.10G004100	1	2	23	0	1	2	0	1	4
GmISU01.10G004200	0	0	0	0	0	0	0	0	0
GmISU01.10G004300	0	1	1	0	0	0	1	0	2
GmISU01.10G004400	6	2	2	0	2	0	3	3	1
GmISU01.10G004500	18	12	2	9	11	8	19	27	11
GmISU01.10G004600	0	0	0	0	0	0	0	0	0
GmISU01.10G004700	0	8	3	0	1	0	1	0	1
GmISU01.10G004800	0	0	0	0	1	1	0	0	0
GmISU01.10G004900	0	0	0	1	2	3	3	1	2
GmISU01.10G005000	4	1	1	4	0	5	2	7	7
GmISU01.10G005100	62	111	83	47	96	78	74	66	71
GmISU01.10G005200	0	0	0	0	0	0	0	0	0
GmISU01.10G005300	0	0	0	0	0	0	0	0	0
GmISU01.10G005400	11	23	9	18	16	12	18	11	16
GmISU01.10G005500	2	2	1	1	6	1	3	3	2
GmISU01.10G005600	2	0	0	2	2	1	3	1	2
GmISU01.10G005700	0	0	0	0	0	0	0	0	0
GmISU01.10G005800	10	40	3	23	15	5	4	8	1
GmISU01.10G005900	0	0	0	0	0	0	0	0	0
GmISU01.10G006000	0	0	0	0	0	0	0	0	0
GmISU01.10G006100	0	0	0	0	0	0	0	0	0
GmISU01.10G006200	0	0	0	0	0	0	0	0	0
GmISU01.10G006300	0	0	0	0	0	0	0	0	0
GmISU01.10G006400	0	0	0	0	0	0	0	0	0
GmISU01.10G006500	0	0	1	0	0	0	0	0	0
GmISU01.10G006600	0	0	0	0	0	0	0	0	0
GmISU01.10G006700	0	1	0	0	0	2	0	0	0
GmISU01.10G006800	0	0	0	0	0	0	0	0	0
GmISU01.10G006900	0	0	0	0	0	0	0	0	0
GmISU01.10G007000	0	0	0	0	0	0	0	0	0
GmISU01.10G007100	0	0	1	0	0	1	2	0	1
GmISU01.10G007200	0	0	0	0	0	0	0	0	0
GmISU01.10G007300	0	0	0	0	0	0	0	0	0
GmISU01.10G007400	0	0	0	0	0	0	0	0	0
GmISU01.10G007500	2	3	28	1	3	4	11	2	4
GmISU01.10G007600	0	0	0	0	0	0	0	0	0
GmISU01.10G007700	0	0	0	0	0	0	0	0	0
GmISU01.10G007750	0	0	0	0	0	0	0	0	0
GmISU01.10G007800	0	0	0	0	0	0	0	0	0
GmISU01.10G007900	0	0	0	0	0	0	0	0	0
GmISU01.10G008000	0	0	0	0	0	0	0	0	0
GmISU01.10G008100	3	10	2	6	11	10	5	6	6
GmISU01.10G008200	0	0	0	0	0	0	0	0	0
GmISU01.10G008300	0	0	1	0	0	0	0	1	0
GmISU01.10G008400	171	345	220	198	239	207	291	270	228
GmISU01.10G008500	0	0	0	0	0	0	0	0	0
GmISU01.10G008600	0	0	0	0	0	0	0	0	0
GmISU01.10G008700	1	7	3	14	10	4	4	3	1
GmISU01.10G008800	79	118	42	131	110	74	109	130	130
GmISU01.10G008900	0	0	0	0	0	0	0	0	0
GmISU01.10G009000	0	0	0	0	0	0	0	0	0
GmISU01.10G009100	0	0	0	0	0	0	0	0	0
GmISU01.10G009200	0	0	0	0	0	0	0	0	0
GmISU01.10G009300	5	12	6	3	7	1	3	3	0
GmISU01.10G009400	133	243	180	78	204	138	152	124	136
GmISU01.10G009500	0	0	0	0	0	0	0	0	0
GmISU01.10G009600	0	0	0	0	0	0	0	0	0
GmISU01.10G009700	0	0	0	0	0	0	0	0	0
GmISU01.10G009800	0	0	0	0	0	0	0	0	0
GmISU01.10G009900	0	0	0	0	0	0	0	0	0
GmISU01.10G010000	0	0	0	0	0	0	0	0	0
GmISU01.10G010100	0	0	0	0	0	0	0	0	0
GmISU01.10G010200	0	0	0	0	0	0	0	0	0
GmISU01.10G010300	353	222	163	57	414	221	316	251	285
GmISU01.10G010400	0	0	0	0	0	0	0	0	0
GmISU01.10G010500	0	0	0	0	0	0	0	0	0
GmISU01.10G010600	0	0	0	0	0	0	0	0	0
GmISU01.10G010700	0	0	0	0	0	0	0	0	0
GmISU01.10G010800	0	0	0	0	0	0	0	0	0
GmISU01.10G010850	0	1	1	0	0	2	2	0	0
GmISU01.10G010900	1	2	0	0	0	0	0	0	0
GmISU01.10G011000	0	0	0	0	0	0	0	0	0
GmISU01.10G011100	3	4	0	1	0	2	5	1	0
GmISU01.10G011200	0	4	4	1	0	1	3	2	1
GmISU01.10G011300	0	0	0	0	0	0	0	0	0
GmISU01.10G011400	0	0	0	0	0	0	0	0	0
GmISU01.10G011500	1	0	0	1	4	1	1	2	1
GmISU01.10G011600	0	0	0	1	0	0	0	0	0
GmISU01.10G011700	2	0	1	0	0	2	0	2	2
GmISU01.10G011800	3	17	15	3	9	3	13	12	14
GmISU01.10G011900	0	0	0	0	0	0	0	0	0
GmISU01.10G012000	0	0	0	0	1	0	0	0	0
GmISU01.10G012100	0	0	0	0	0	0	0	0	0
GmISU01.10G012200	0	0	0	0	0	0	0	0	0
GmISU01.10G012300	0	0	0	0	0	0	0	0	0
GmISU01.10G012400	1	10	1	7	4	5	1	7	5
GmISU01.10G012500	18	16	20	5	13	15	13	17	12
GmISU01.10G012600	0	0	0	0	0	0	0	0	0
GmISU01.10G012700	0	0	0	0	0	0	0	0	0
GmISU01.10G012800	0	0	0	0	0	0	0	0	0
GmISU01.10G012900	0	0	0	0	0	0	0	0	0
GmISU01.10G013000	0	0	0	0	0	0	0	0	0
GmISU01.10G013100	119	221	157	72	168	116	140	145	153
GmISU01.10G013200	0	0	0	0	0	0	0	0	0
GmISU01.10G013300	4	16	19	2	10	10	7	2	10
GmISU01.10G013400	0	0	0	0	0	0	0	0	0
GmISU01.10G013500	0	0	0	0	0	0	0	0	0
GmISU01.10G013600	0	0	1	0	3	1	0	0	2
GmISU01.10G013700	0	0	1	0	0	0	0	1	0
GmISU01.10G013800	0	0	0	0	0	0	0	0	0
GmISU01.10G013900	15	26	18	16	23	17	20	20	19
GmISU01.10G014000	0	0	1	0	2	0	0	0	0
GmISU01.10G014100	0	0	0	0	0	0	0	0	0
GmISU01.10G014200	0	0	0	0	0	0	0	0	0
GmISU01.10G014300	0	0	0	0	0	0	0	0	0
GmISU01.10G014400	0	0	0	0	0	0	0	0	0
GmISU01.10G014501	0	0	0	0	0	0	0	0	0
GmISU01.10G014600	0	0	0	1	0	0	0	0	0
GmISU01.10G014700	0	0	0	0	0	0	0	0	0
GmISU01.10G014800	0	0	0	0	0	0	0	0	0
GmISU01.10G014900	478	486	287	521	533	426	547	550	402
GmISU01.10G015000	2	0	11	1	8	8	2	3	3
GmISU01.10G015100	5	6	2	0	13	12	8	5	16
GmISU01.10G015200	6	4	5	0	3	4	6	3	3
GmISU01.10G015300	1	0	0	0	0	0	0	0	0
GmISU01.10G015400	175	269	126	112	188	147	127	116	99
GmISU01.10G015500	235	443	224	143	228	195	159	148	109
GmISU01.10G015600	0	1	3	0	2	0	0	0	0
GmISU01.10G015700	0	0	0	0	0	0	0	0	0
GmISU01.10G015800	0	0	0	0	0	0	0	0	0
GmISU01.10G015850	0	0	0	0	0	0	0	0	0
GmISU01.10G015900	17	89	70	3	32	24	27	20	15
GmISU01.10G016000	0	0	0	0	0	0	0	0	0
GmISU01.10G016100	0	0	0	0	0	0	0	0	0
GmISU01.10G016200	0	0	0	0	0	0	0	0	0
GmISU01.10G016300	59	52	77	44	67	49	44	46	31
GmISU01.10G016400	82	107	37	91	118	70	94	64	94
GmISU01.10G016500	145	22	30	555	179	104	232	182	159
GmISU01.10G016600	4	4	5	4	3	2	3	12	2
GmISU01.10G016700	8	13	22	13	10	14	11	16	8
GmISU01.10G016800	1234	1833	660	1465	1701	1325	1378	1684	1599
GmISU01.10G016900	1	6	6	2	1	5	3	2	0
GmISU01.10G017000	9	10	8	3	21	2	6	3	8
GmISU01.10G017100	79	130	160	53	119	72	92	76	116
GmISU01.10G017200	1	1	0	0	0	0	0	0	0
GmISU01.10G017300	0	0	0	0	0	0	0	0	0
GmISU01.10G017400	52	83	126	36	49	60	63	44	57
GmISU01.10G017500	13	26	19	10	14	11	5	8	4
GmISU01.10G017600	11	26	11	15	21	16	12	21	15
GmISU01.10G017700	0	0	0	1	0	0	0	1	0
GmISU01.10G017800	2	1	2	0	1	1	0	1	0
GmISU01.10G017900	99	105	70	63	108	91	85	83	95
GmISU01.10G018000	32	35	22	108	59	35	67	53	49
GmISU01.10G018100	4	15	18	2	12	11	9	8	6
GmISU01.10G018200	7	7	10	3	4	1	6	3	3
GmISU01.10G018300	8	12	7	16	15	11	22	19	14
GmISU01.10G018400	21	29	36	27	33	31	29	24	26
GmISU01.10G018500	53	107	36	41	75	54	36	49	33
GmISU01.10G018600	0	2	1	0	3	1	1	1	2
GmISU01.10G018700	0	1	0	0	0	0	0	0	0
GmISU01.10G018800	0	0	0	0	0	0	0	0	0
GmISU01.10G018850	0	1	0	0	0	0	0	0	0
GmISU01.10G018900	9	23	22	9	18	16	19	14	25
GmISU01.10G019000	1	1	0	1	0	0	0	1	0
GmISU01.10G019100	8	9	3	2	12	2	7	4	6
GmISU01.10G019200	6	6	2	0	1	0	4	1	0
GmISU01.10G019300	3	0	1	124	28	5	33	32	14
GmISU01.10G019400	0	0	0	0	0	0	0	0	0
GmISU01.10G019500	0	0	0	2	0	0	0	0	0
GmISU01.10G019600	0	0	0	1	0	2	1	0	0
GmISU01.10G019700	0	4	0	4	2	1	2	2	0
GmISU01.10G019800	0	1	0	0	0	0	0	0	0
GmISU01.10G019900	182	303	173	114	199	153	158	165	152
GmISU01.10G020000	0	0	0	0	0	0	0	0	0
GmISU01.10G020100	12	68	80	18	38	54	32	28	49
GmISU01.10G020200	129	300	167	57	162	125	133	119	178
GmISU01.10G020300	141	177	115	49	137	127	109	96	105
GmISU01.10G020400	8	32	29	3	8	2	10	15	6
GmISU01.10G020500	89	133	88	73	115	67	87	65	97
GmISU01.10G020600	35	60	78	16	44	44	45	33	65
GmISU01.10G020700	0	5	6	0	0	1	1	1	0
GmISU01.10G020800	13	63	63	3	16	20	12	17	12
GmISU01.10G020900	0	0	0	0	0	0	0	0	0
GmISU01.10G021000	0	0	11	0	5	1	1	3	0
GmISU01.10G021100	132	248	190	75	141	65	66	102	137
GmISU01.10G021200	22	72	39	33	42	30	33	40	26
GmISU01.10G021300	17	16	20	9	9	9	11	9	9
GmISU01.10G021400	14	9	0	10	9	11	3	14	6
GmISU01.10G021500	28	59	26	19	34	33	33	39	31
GmISU01.10G021600	20	36	24	5	13	17	12	16	18
GmISU01.10G021700	21	17	20	18	12	14	8	15	16
GmISU01.10G021800	182	175	215	166	265	214	322	243	241
GmISU01.10G021900	6	5	2	3	9	0	5	3	4
GmISU01.10G022000	10	9	10	8	21	8	23	17	10
GmISU01.10G022100	14	21	4	12	18	13	11	9	3
GmISU01.10G022200	21	12	25	26	15	12	22	20	17
GmISU01.10G022300	162	243	139	185	235	205	200	224	197
GmISU01.10G022400	41	47	33	35	45	21	43	35	52
GmISU01.10G022500	11	8	3	12	12	3	18	14	11
GmISU01.10G022600	16	30	21	24	8	38	59	23	35
GmISU01.10G022700	213	184	117	486	369	242	342	299	269
GmISU01.10G022800	77	140	142	100	119	78	88	101	104
GmISU01.10G022900	25	43	46	19	40	52	31	52	31
GmISU01.10G023000	53	124	36	71	85	65	101	92	44
GmISU01.10G023100	0	0	0	0	0	0	0	0	0
GmISU01.10G023200	6	5	0	9	5	7	3	1	0
GmISU01.10G023300	14	7	18	13	12	14	15	15	18
GmISU01.10G023400	29	41	27	18	52	37	35	37	32
GmISU01.10G023500	0	0	0	0	0	0	1	3	0
GmISU01.10G023600	0	0	0	1	0	0	0	0	0
GmISU01.10G023700	9	22	5	7	22	5	9	17	5
GmISU01.10G023800	0	1	0	0	0	0	0	0	0
GmISU01.10G023900	0	0	0	0	0	0	0	0	0
GmISU01.10G024000	1	7	1	1	2	0	4	3	3
GmISU01.10G024100	7	1	0	0	1	0	4	2	0
GmISU01.10G024200	0	0	0	0	0	0	0	0	0
GmISU01.10G024300	0	0	0	0	0	0	0	0	0
GmISU01.10G024400	0	0	0	0	0	2	2	0	0
GmISU01.10G024500	1	0	5	3	1	3	3	1	1
GmISU01.10G024600	0	0	1	0	0	0	0	1	0
GmISU01.10G024700	0	0	0	0	0	0	0	0	0
GmISU01.10G024800	19	49	18	20	36	13	26	29	17
GmISU01.10G024900	0	0	0	0	0	0	0	0	0
GmISU01.10G025000	1	1	0	0	0	0	0	0	0
GmISU01.10G025100	0	0	0	0	0	0	0	0	0
GmISU01.10G025200	10	78	29	22	51	35	35	28	37
GmISU01.10G025300	2	3	3	1	0	2	6	8	7
GmISU01.10G025400	0	0	0	0	0	0	0	0	0
GmISU01.10G025500	6	21	5	18	17	20	9	13	10
GmISU01.10G025600	0	2	1	1	1	2	0	0	1
GmISU01.10G025700	0	0	0	0	0	0	0	0	0
GmISU01.10G025800	0	0	0	0	0	0	0	0	0
GmISU01.10G025900	0	0	0	0	0	0	0	0	0
GmISU01.10G026000	0	0	0	0	0	0	0	0	0
GmISU01.10G026100	1	0	0	0	0	1	0	0	0
GmISU01.10G026200	0	0	0	0	0	0	0	0	0
GmISU01.10G026300	24	59	22	17	53	28	29	26	48
GmISU01.10G026400	0	0	0	0	0	0	0	0	0
GmISU01.10G026500	0	0	0	0	0	0	0	0	0
GmISU01.10G026600	0	0	0	0	0	0	0	0	0
GmISU01.10G026700	6	0	1	4	4	2	3	5	8
GmISU01.10G026800	7	11	10	14	5	11	12	5	16
GmISU01.10G026900	0	0	0	0	0	0	3	1	0
GmISU01.10G027000	7	13	13	5	9	7	7	10	2
GmISU01.10G027100	14	19	14	19	18	27	23	32	31
GmISU01.10G027200	1	0	0	3	1	0	1	2	9
GmISU01.10G027300	0	0	0	1	0	0	0	0	0
GmISU01.10G027400	9	16	3	1	10	5	3	3	7
GmISU01.10G027500	2	7	11	0	8	7	3	0	9
GmISU01.10G027600	35	55	50	47	45	44	25	48	36
GmISU01.10G027700	0	0	1	0	0	1	0	0	3
GmISU01.10G027800	0	0	0	0	0	0	0	0	0
GmISU01.10G027900	0	0	0	0	1	0	0	0	0
GmISU01.10G028000	7	7	4	6	9	12	7	7	9
GmISU01.10G028100	0	0	0	0	0	0	0	0	0
GmISU01.10G028200	2	3	19	2	3	15	8	4	13
GmISU01.10G028300	21	45	41	17	21	36	39	37	35
GmISU01.10G028400	0	0	0	0	0	0	0	0	0
GmISU01.10G028500	498	414	224	632	624	457	717	532	509
GmISU01.10G028550	0	0	0	0	0	0	0	0	0
GmISU01.10G028600	0	0	0	0	2	0	1	3	0
GmISU01.10G028700	11	7	2	3	17	18	17	7	17
GmISU01.10G028800	0	0	0	0	0	0	0	0	0
GmISU01.10G028900	0	0	0	0	0	0	0	0	0
GmISU01.10G029000	0	0	4	0	3	0	2	1	0
GmISU01.10G029100	0	0	0	0	0	0	1	1	0
GmISU01.10G029200	2	2	4	0	0	7	2	7	2
GmISU01.10G029300	0	0	0	0	0	0	0	0	0
GmISU01.10G029400	0	0	1	0	0	0	0	1	0
GmISU01.10G029500	0	0	0	0	0	1	0	0	0
GmISU01.10G029600	40	54	34	22	41	37	49	25	76
GmISU01.10G029700	4	9	14	6	5	3	3	2	4
GmISU01.10G029800	129	167	109	117	132	104	126	114	83
GmISU01.10G029900	5	3	5	4	3	1	5	5	2
GmISU01.10G030000	1952	1502	964	3912	2313	1692	2216	2388	1700
GmISU01.10G030100	0	0	0	0	1	0	1	7	2
GmISU01.10G030200	0	0	0	0	0	0	0	0	0
GmISU01.10G030300	9	22	6	5	5	3	9	3	5
GmISU01.10G030400	1	0	0	0	0	3	0	0	0
GmISU01.10G030500	0	1	0	0	0	0	0	0	0
GmISU01.10G030600	0	0	0	0	0	0	0	0	0
GmISU01.10G030700	0	0	0	0	0	0	0	0	0
GmISU01.10G030801	0	0	0	0	0	1	0	0	0
GmISU01.10G030900	0	0	0	0	0	0	0	0	0
GmISU01.10G031000	2	2	2	6	4	5	7	7	6
GmISU01.10G031100	0	0	0	0	0	0	0	0	0
GmISU01.10G031200	2	0	0	1	1	0	0	1	0
GmISU01.10G031300	0	0	0	0	0	0	0	0	0
GmISU01.10G031400	1	0	0	0	0	0	0	1	0
GmISU01.10G031500	0	0	0	0	0	0	0	0	0
GmISU01.10G031600	0	2	0	0	0	0	0	2	4
GmISU01.10G031700	0	0	0	0	0	0	0	0	0
GmISU01.10G031800	0	0	0	0	0	0	0	0	0
GmISU01.10G031900	0	0	0	0	0	0	0	0	0
GmISU01.10G032000	0	0	1	0	0	1	1	0	2
GmISU01.10G032100	0	0	0	0	0	0	0	0	0
GmISU01.10G032200	0	0	0	0	0	0	0	0	0
GmISU01.10G032300	7	12	11	9	6	6	5	8	10
GmISU01.10G032400	0	1	1	0	0	0	0	0	3
GmISU01.10G032500	21	52	18	5	24	19	22	25	38
GmISU01.10G032600	0	0	0	0	0	0	0	0	0
GmISU01.10G032700	0	0	0	0	0	0	0	0	0
GmISU01.10G032800	3	22	31	3	5	3	3	6	8
GmISU01.10G032900	3	4	1	4	2	5	3	3	4
GmISU01.10G033000	13	21	14	13	25	22	8	12	15
GmISU01.10G033100	0	0	0	0	0	0	0	0	0
GmISU01.10G033200	0	0	0	0	0	0	0	0	0
GmISU01.10G033300	0	0	0	0	0	0	0	0	0
GmISU01.10G033400	0	0	0	0	0	0	0	0	0
GmISU01.10G033500	0	0	0	0	0	0	0	0	0
GmISU01.10G033600	0	0	0	0	0	0	0	0	0
GmISU01.10G033700	0	0	0	0	0	0	0	0	0
GmISU01.10G033800	2	0	1	1	0	0	0	0	2
GmISU01.10G033900	0	0	0	0	0	0	0	0	0
GmISU01.10G034000	0	0	0	0	0	0	0	0	0
GmISU01.10G034100	0	0	0	0	0	0	0	0	0
GmISU01.10G034200	71	88	97	48	85	90	86	74	84
GmISU01.10G034300	0	0	0	0	0	0	0	0	0
GmISU01.10G034400	0	0	0	0	0	0	0	0	0
GmISU01.10G034500	0	0	0	0	0	0	0	0	0
GmISU01.10G034600	0	0	0	0	0	0	0	0	0
GmISU01.10G034700	0	0	0	0	0	0	0	0	0
GmISU01.10G034800	36	119	81	26	59	33	35	41	23
GmISU01.10G034900	0	0	0	0	0	0	0	0	0
GmISU01.10G034950	0	0	0	0	0	0	0	0	0
GmISU01.10G035000	0	0	0	0	0	0	0	0	0
GmISU01.10G035100	1	1	3	0	1	0	1	2	1
GmISU01.10G035200	0	0	0	0	0	0	0	0	0
GmISU01.10G035300	0	2	1	1	1	5	8	2	5
GmISU01.10G035400	5	11	3	9	12	5	4	8	3
GmISU01.10G035500	12	13	6	16	14	18	10	13	19
GmISU01.10G035600	0	0	0	0	0	0	0	0	1
GmISU01.10G035700	124	254	237	95	186	151	199	174	232
GmISU01.10G035800	0	0	0	0	0	0	0	0	0
GmISU01.10G035900	0	0	0	0	0	0	0	1	2
GmISU01.10G036000	2	0	2	0	1	0	0	0	0
GmISU01.10G036100	2	27	8	3	3	8	8	7	5
GmISU01.10G036200	0	0	0	0	0	0	0	0	0
GmISU01.10G036250	0	0	0	0	0	0	0	0	0
GmISU01.10G036300	3	4	2	4	3	5	3	3	2
GmISU01.10G036400	0	0	0	0	0	0	0	0	0
GmISU01.10G036500	0	0	0	0	0	0	1	0	0
GmISU01.10G036600	0	0	0	0	0	0	0	0	0
GmISU01.10G036700	1	4	4	1	1	0	1	0	0
GmISU01.10G036800	0	0	0	0	0	0	0	0	0
GmISU01.10G036900	0	0	0	0	0	0	0	0	0
GmISU01.10G037000	0	0	0	0	0	0	0	0	0
GmISU01.10G037100	7	9	7	0	5	3	3	2	2
GmISU01.10G037200	0	0	0	0	0	0	0	1	0
GmISU01.10G037300	0	0	0	0	0	0	0	0	0
GmISU01.10G037400	0	0	0	0	0	0	0	0	0
GmISU01.10G037500	3	6	7	3	6	8	9	5	6
GmISU01.10G037600	0	0	0	0	0	0	0	0	0
GmISU01.10G037700	0	0	0	0	0	0	3	1	0
GmISU01.10G037800	0	0	0	0	0	0	0	0	0
GmISU01.10G037900	0	0	0	0	1	0	0	0	0
