genes	NMU_14204	NMU_16331	NMU_20728	NMU_20732	Williams.82.ISU.01.01	Williams.82.ISU.01.02	Williams.82.ISU.01.03	Williams.82.ISU.01.04	Williams.82.ISU.01.05
GmISU01.14G030300.v2.1	0.814959520703223	1.94185777511269	1.88448558073144	2.02034907676498	2.67339970436879	0.814959520703223	0.814959520703223	1.69803618169234	2.56229714348927
GmISU01.14G031100.v2.1	0.814959520703223	1.94185777511269	1.88448558073144	0.814959520703223	2.98537771883598	1.85213184319396	2.29067796972423	1.69803618169234	0.814959520703225
GmISU01.14G031600.v2.1	0.814959520703223	0.814959520703225	1.88448558073144	0.814959520703223	0.814959520703223	2.44927528264763	0.814959520703223	0.814959520703223	2.86569762974355
GmISU01.14G031700.v2.1	4.68601898268404	4.35783459165809	4.64124619358918	5.1788264780907	6.0870402149029	5.64060455607569	5.9377647939525	5.74809060656158	6.35647726390522
GmISU01.14G032000.v2.1	4.41825838626021	4.4974059228876	4.84903549766509	5.50503630790112	5.02501269798007	4.79048145612509	5.04855704802021	3.76998097994359	4.80864290945244
GmISU01.14G032100.v2.1	9.45001940815668	8.68671541506727	9.58711335756098	9.67894230353875	7.40617407182712	6.72000417257226	6.85967210818712	6.03625979853887	7.43611095298333
GmISU01.14G032300.v2.1	6.81953091957593	6.47953499726784	6.72981496828433	5.88748905454149	6.43396619734641	6.58743302673594	6.85967210818712	6.40834428302391	6.38061422239642
GmISU01.14G032900.v2.1	5.19544159787675	3.83347306327574	4.25971856278631	4.48783259022432	3.64839463719292	3.19591211639538	4.36183258920955	3.76998097994359	3.68015735339459
GmISU01.14G033200.v2.1	3.05308305151793	2.56675490632399	0.814959520703225	0.814959520703223	1.72214605455793	0.814959520703223	2.29067796972423	1.69803618169234	0.814959520703225
GmISU01.14G033400.v2.1	6.67310794615113	6.72651577544459	6.56287594159065	6.80790404412041	6.67045102938753	6.74511682208637	7.41763523349179	6.64084890777086	6.60207420995399
GmISU01.14G033600.v2.1	0.814959520703223	0.814959520703225	0.814959520703225	0.814959520703223	2.67339970436879	0.814959520703223	2.29067796972423	0.814959520703223	0.814959520703225
GmISU01.14G033700.v2.1	2.6134470484528	3.33489092365518	3.7395274501739	2.66775363795292	1.72214605455793	3.68546399599789	2.29067796972423	3.41566349431489	3.82791294695653
GmISU01.14G034200.v2.1	6.40270005970165	6.1393479534353	7.09873438084161	7.05225038674307	6.83517455638526	6.27898265941519	6.48382157185473	6.03625979853887	5.86883474047793
