GeneName	NMU_14204	NMU_16331	NMU_20728	NMU_20732	Williams-82-ISU-01-01	Williams-82-ISU-01-02	Williams-82-ISU-01-03	Williams-82-ISU-01-04	Williams-82-ISU-01-05
GmISU01.12G006500	0	2	0	0	1	0	0	0	0
GmISU01.12G006600	0	0	0	0	0	0	0	0	0
GmISU01.12G006700	0	0	0	0	0	0	0	0	0
GmISU01.12G006750	0	0	0	0	0	0	0	0	0
GmISU01.12G006800	0	0	0	1	0	0	2	2	2
GmISU01.12G006900	0	2	0	3	0	0	0	1	2
GmISU01.12G007000	0	0	0	0	0	0	0	0	0
GmISU01.12G007100	0	0	0	0	0	0	0	1	0
GmISU01.12G007200	0	0	0	0	0	0	0	0	0
GmISU01.12G007300	38	47	45	30	48	44	56	68	47
GmISU01.12G007400	0	0	1	0	0	0	0	0	0
GmISU01.12G007500	0	0	0	0	0	0	0	0	0
GmISU01.12G007600	0	0	0	0	0	0	0	0	0
GmISU01.12G007700	16	30	40	30	48	34	51	71	45
GmISU01.12G007800	0	7	4	3	10	5	7	20	12
GmISU01.12G007900	0	0	0	0	0	0	0	0	0
GmISU01.12G008000	3	0	0	1	1	0	0	0	0
GmISU01.12G008100	0	0	0	0	0	0	0	0	0
GmISU01.12G008200	0	0	0	0	0	0	0	0	0
GmISU01.12G008300	0	0	0	0	0	0	1	0	0
GmISU01.12G008400	0	0	0	0	0	0	0	0	0
GmISU01.12G008500	0	0	0	0	0	0	0	0	0
GmISU01.12G008600	0	0	0	0	0	0	0	0	0
GmISU01.12G008700	0	0	0	0	0	0	0	0	0
GmISU01.12G008800	237	244	349	264	320	249	406	126	236
GmISU01.12G008900	2	0	0	0	0	0	0	1	2
GmISU01.12G009000	0	0	0	0	0	0	0	0	0
GmISU01.12G009100	0	0	0	0	0	0	0	0	0
GmISU01.12G009200	0	0	0	0	0	0	0	0	1
GmISU01.12G009300	0	0	0	0	0	0	0	0	0
GmISU01.12G009400	0	0	0	0	0	0	0	0	0
GmISU01.12G009500	0	3	4	1	1	1	1	2	3
GmISU01.12G009600	0	0	0	0	0	0	1	0	0
GmISU01.12G009700	8	13	7	6	38	33	35	38	44
GmISU01.12G009800	0	0	0	0	0	1	0	0	0
GmISU01.12G009900	0	0	0	0	0	0	0	0	0
GmISU01.12G010000	1	3	0	3	3	3	6	9	13
GmISU01.12G010100	0	0	0	0	0	0	0	0	0
GmISU01.12G010200	0	0	0	0	0	0	0	0	0
GmISU01.12G010300	1	2	1	4	4	4	5	4	3
GmISU01.12G010400	0	0	0	0	0	0	0	0	0
GmISU01.12G010500	0	0	0	0	0	0	1	0	2
GmISU01.12G010600	2	4	6	4	23	13	27	21	22
GmISU01.12G010700	0	0	0	0	0	0	0	0	0
GmISU01.12G010800	0	0	0	0	0	0	0	0	0
GmISU01.12G010900	0	0	0	0	0	0	0	0	0
GmISU01.12G011000	0	0	0	0	0	0	0	0	0
GmISU01.12G011100	0	0	0	1	0	0	0	0	0
GmISU01.12G011200	3	1	6	1	6	1	4	0	0
GmISU01.12G011300	0	0	0	0	0	0	0	0	0
GmISU01.12G011400	0	0	0	0	0	0	0	0	0
GmISU01.12G011500	0	0	0	0	0	0	0	0	0
GmISU01.12G011600	4	3	6	4	8	10	7	16	11
GmISU01.12G011700	0	0	0	0	1	0	0	0	0
GmISU01.12G011800	0	0	0	0	0	0	0	0	0
GmISU01.12G011900	0	0	0	0	0	0	0	0	0
GmISU01.12G012000	0	0	0	0	0	0	0	0	0
GmISU01.12G012100	0	0	0	0	0	0	0	0	0
GmISU01.12G012200	1	0	0	0	1	0	0	0	0
GmISU01.12G012300	84	49	131	92	112	68	132	50	65
GmISU01.12G012400	197	99	206	243	273	205	414	99	159
GmISU01.12G012500	2	0	3	0	4	1	0	3	1
GmISU01.12G012600	0	0	0	0	0	0	0	1	0
GmISU01.12G012700	0	0	0	3	0	0	1	0	0
GmISU01.12G012800	0	0	0	0	0	0	0	0	0
GmISU01.12G012900	0	0	0	0	0	0	0	0	0
GmISU01.12G013000	1	0	2	0	1	0	1	0	0
GmISU01.12G013100	245	41	133	248	143	72	223	28	45
GmISU01.12G013200	7	34	9	0	4	14	3	42	24
GmISU01.12G013300	0	1	0	0	0	0	0	0	0
GmISU01.12G013400	0	0	0	0	0	0	0	0	0
GmISU01.12G013500	0	0	0	0	0	0	0	0	0
GmISU01.12G013600	0	2	1	1	4	0	1	3	1
GmISU01.12G013700	13	11	23	13	23	12	27	33	17
GmISU01.12G013800	0	1	0	0	0	0	0	0	0
GmISU01.12G013900	0	0	0	0	0	0	0	0	0
GmISU01.12G014000	0	0	0	0	0	0	0	0	0
GmISU01.12G014100	0	0	0	0	0	0	0	0	0
GmISU01.12G014200	54	14	33	25	43	27	26	24	12
GmISU01.12G014300	0	0	0	0	0	0	0	0	0
GmISU01.12G014400	0	0	0	0	0	0	0	0	0
GmISU01.12G014500	0	0	0	0	0	0	0	0	0
GmISU01.12G014600	0	0	0	0	0	0	0	0	0
GmISU01.12G014700	0	0	0	0	0	0	0	0	0
GmISU01.12G014800	0	1	0	1	2	1	2	0	1
GmISU01.12G014900	0	3	1	2	2	2	3	3	5
GmISU01.12G015000	3	2	0	3	1	3	1	4	5
GmISU01.12G015100	5	8	13	11	9	13	20	11	18
GmISU01.12G015200	1	0	1	2	2	2	0	0	0
GmISU01.12G015300	0	0	0	0	0	0	0	0	0
GmISU01.12G015400	0	0	0	0	0	0	0	0	0
GmISU01.12G015500	0	0	0	0	0	0	0	0	0
GmISU01.12G015600	0	0	0	0	0	0	0	0	0
GmISU01.12G015700	2	0	3	0	0	0	2	1	0
GmISU01.12G015800	0	0	0	0	0	0	0	0	0
GmISU01.12G015900	1	0	0	0	3	6	1	14	14
GmISU01.12G016000	15	17	18	4	13	11	4	34	33
GmISU01.12G016100	0	0	0	0	0	0	0	0	0
GmISU01.12G016200	0	0	4	1	2	5	1	5	0
GmISU01.12G016300	0	0	0	0	0	0	0	0	0
GmISU01.12G016400	0	0	0	0	0	0	0	0	0
GmISU01.12G016500	0	0	0	0	0	0	0	0	0
GmISU01.12G016600	0	0	0	0	0	0	0	0	0
GmISU01.12G016700	49	88	64	48	75	86	74	128	108
GmISU01.12G016800	0	0	0	0	3	0	2	3	0
GmISU01.12G016900	4	9	5	6	3	6	4	2	4
GmISU01.12G017000	0	0	0	0	0	0	0	0	0
GmISU01.12G017100	17	23	17	4	22	18	9	113	89
GmISU01.12G017200	0	0	2	0	0	0	0	0	0
GmISU01.12G017300	0	1	2	0	0	0	0	0	0
GmISU01.12G017400	17	14	7	9	15	10	12	23	18
GmISU01.12G017500	0	0	0	0	0	0	0	0	0
GmISU01.12G017600	0	0	0	0	0	0	0	0	0
GmISU01.12G017700	0	0	0	0	0	0	0	0	0
GmISU01.12G017800	0	0	0	0	0	0	0	1	0
GmISU01.12G017900	0	0	0	0	0	0	0	0	0
GmISU01.12G018000	0	0	0	0	0	0	0	0	0
GmISU01.12G018100	0	0	0	0	0	0	0	0	0
GmISU01.12G018200	0	0	0	0	0	0	0	0	0
GmISU01.12G018300	0	0	0	0	0	0	0	0	0
GmISU01.12G018400	0	0	0	0	0	0	0	0	0
GmISU01.12G018500	0	0	0	0	0	0	0	2	0
GmISU01.12G018600	0	0	0	0	0	0	0	0	0
GmISU01.12G018700	2	2	0	1	2	1	0	0	1
GmISU01.12G018800	1	1	0	0	6	3	4	1	1
GmISU01.12G018900	11	15	21	7	11	9	6	22	20
GmISU01.12G019000	0	0	0	0	0	0	0	0	0
GmISU01.12G019100	1	3	1	1	5	5	4	3	6
GmISU01.12G019200	0	1	1	0	1	0	0	4	1
GmISU01.12G019300	336	197	380	268	193	202	193	130	241
GmISU01.12G019400	0	2	1	0	2	0	0	2	0
GmISU01.12G019500	2	0	0	3	2	0	1	1	0
GmISU01.12G019600	0	0	0	0	0	0	0	0	0
GmISU01.12G019700	0	1	1	0	2	0	3	0	1
GmISU01.12G019800	0	0	0	1	4	0	2	1	7
GmISU01.12G019900	0	0	0	0	0	0	0	0	0
GmISU01.12G020000	0	0	0	0	0	0	0	1	0
GmISU01.12G020100	1	3	1	0	1	7	1	7	7
GmISU01.12G020200	0	0	0	0	0	0	0	0	0
GmISU01.12G020300	1	0	0	0	0	0	1	0	0
GmISU01.12G020400	0	0	0	0	0	0	0	0	0
GmISU01.12G020500	0	0	0	0	0	0	0	0	0
GmISU01.12G020600	0	0	0	0	0	0	0	0	0
GmISU01.12G020700	1	4	2	1	0	0	1	4	0
GmISU01.12G020800	1	0	0	0	0	0	0	0	0
GmISU01.12G020900	0	0	0	0	0	0	0	0	0
GmISU01.12G021000	0	0	0	0	0	0	0	0	0
GmISU01.12G021100	0	0	0	0	0	0	0	0	0
GmISU01.12G021200	0	0	0	0	0	0	0	0	0
GmISU01.12G021300	0	0	0	0	0	0	0	0	0
GmISU01.12G021400	0	0	0	0	0	0	0	0	0
GmISU01.12G021500	1	0	0	0	2	0	0	0	0
GmISU01.12G021600	13	34	32	32	28	14	41	33	41
GmISU01.12G021700	3	1	1	0	4	2	0	0	1
GmISU01.12G021800	0	0	0	0	0	0	0	0	0
GmISU01.12G021900	1	2	1	0	0	2	3	13	4
GmISU01.12G022000	0	0	0	0	0	0	0	0	0
GmISU01.12G022100	0	0	0	0	0	0	0	0	0
GmISU01.12G022200	0	0	0	0	0	0	0	0	0
GmISU01.12G022300	0	0	0	1	2	0	0	1	1
GmISU01.12G022400	0	0	0	0	0	0	0	0	0
GmISU01.12G022500	0	0	0	0	0	0	0	0	0
GmISU01.12G022600	0	0	0	0	0	0	0	0	1
GmISU01.12G022700	31	37	29	35	38	30	42	53	43
GmISU01.12G022800	0	0	0	0	0	0	0	0	0
GmISU01.12G022900	1	1	2	1	0	1	0	2	3
GmISU01.12G023000	0	0	0	0	0	0	0	1	0
GmISU01.12G023100	0	0	0	0	0	0	0	0	0
GmISU01.12G023200	0	0	0	2	0	0	0	0	0
GmISU01.12G023300	0	0	0	0	0	0	0	0	0
GmISU01.12G023400	0	0	0	1	0	0	0	1	2
GmISU01.12G023500	0	0	0	0	0	0	0	0	0
GmISU01.12G023600	0	0	0	0	0	0	0	0	0
GmISU01.12G023700	0	0	0	0	0	0	0	0	0
GmISU01.12G023800	0	1	0	2	1	0	0	1	1
GmISU01.12G023900	0	0	0	0	0	0	0	0	0
GmISU01.12G024000	0	0	0	0	0	0	0	0	0
GmISU01.12G024100	0	0	0	0	0	0	0	0	0
GmISU01.12G024200	2	6	2	5	11	7	10	7	18
GmISU01.12G024300	9	19	12	10	5	7	11	14	14
GmISU01.12G024400	0	0	0	0	0	0	0	0	0
GmISU01.12G024500	0	0	0	0	0	0	0	0	0
GmISU01.12G024600	0	0	0	0	0	0	0	0	0
GmISU01.12G024700	0	0	0	0	0	0	0	1	0
GmISU01.12G024800	0	0	0	0	0	0	0	0	0
GmISU01.12G024900	0	0	0	0	0	0	0	0	0
GmISU01.12G025000	8	5	5	5	1	9	4	6	5
GmISU01.12G025100	1	0	0	2	1	1	2	3	0
GmISU01.12G025200	2	8	7	5	19	7	19	8	32
GmISU01.12G025300	14	12	6	5	2	6	3	6	15
GmISU01.12G025400	8	1	3	1	16	11	11	12	11
GmISU01.12G025500	5	5	1	2	2	4	3	1	9
GmISU01.12G025600	4	10	11	8	30	22	21	29	14
GmISU01.12G025666	0	0	0	0	0	0	0	0	0
GmISU01.12G025732	0	0	0	0	0	0	0	0	0
GmISU01.12G025800	4	8	10	11	11	11	4	6	9
GmISU01.12G025900	11	16	15	17	46	31	39	45	31
GmISU01.12G026000	17	42	8	8	16	25	12	58	59
GmISU01.12G026100	0	4	3	2	1	0	7	2	4
GmISU01.12G026200	7	4	3	3	3	3	4	7	2
GmISU01.12G026250	0	0	0	0	0	0	0	0	0
GmISU01.12G026300	0	0	0	0	1	1	0	1	2
GmISU01.12G026400	0	0	0	0	0	0	0	0	0
GmISU01.12G026500	0	0	0	0	0	1	0	1	0
GmISU01.12G026600	1	0	0	1	8	3	0	8	4
GmISU01.12G026700	0	0	0	0	1	0	1	0	0
GmISU01.12G026800	0	0	0	0	0	0	0	0	0
GmISU01.12G026900	0	1	0	0	0	0	0	0	0
GmISU01.12G027000	27	56	42	25	54	33	44	55	53
GmISU01.12G027100	0	0	0	0	0	0	0	0	0
GmISU01.12G027200	7	5	4	1	13	12	21	27	9
GmISU01.12G027300	19	26	17	16	19	21	36	27	45
GmISU01.12G027400	0	0	0	0	0	0	0	0	0
GmISU01.12G027500	0	0	0	0	0	0	0	0	0
GmISU01.12G027600	0	2	0	0	0	0	2	1	2
GmISU01.12G027700	0	0	0	0	0	0	0	0	0
GmISU01.12G027800	10	5	10	11	8	7	21	10	26
GmISU01.12G027900	0	0	0	0	0	0	0	0	0
GmISU01.12G028000	0	0	0	0	0	0	1	0	0
GmISU01.12G028100	0	0	0	0	0	0	0	0	0
GmISU01.12G028200	963	1130	925	839	1025	945	931	1977	1835
GmISU01.12G028300	0	0	0	0	0	0	0	0	0
GmISU01.12G028400	0	0	0	1	0	0	0	0	0
GmISU01.12G028500	54	101	81	35	58	80	37	121	112
GmISU01.12G028600	0	0	0	0	0	0	0	0	0
GmISU01.12G028700	0	0	0	0	0	0	0	0	0
GmISU01.12G028800	1	0	1	0	0	1	0	2	4
GmISU01.12G028900	0	0	0	0	0	0	0	0	0
GmISU01.12G029000	0	0	0	0	0	0	0	0	0
GmISU01.12G029100	0	0	0	0	0	0	1	0	0
GmISU01.12G029200	0	0	0	0	0	0	0	0	0
GmISU01.12G029300	19	15	9	14	28	22	24	21	21
GmISU01.12G029400	0	0	0	0	1	1	0	1	1
GmISU01.12G029500	0	1	0	2	6	4	5	3	10
GmISU01.12G029600	0	0	0	0	0	0	0	0	0
GmISU01.12G029700	0	0	0	0	0	0	0	1	0
GmISU01.12G029800	0	0	0	0	0	0	0	0	0
GmISU01.12G029900	0	1	0	1	0	0	0	2	2
GmISU01.12G030000	0	0	0	0	0	0	0	0	0
GmISU01.12G030100	0	0	1	0	1	0	0	1	7
GmISU01.12G030200	0	0	0	0	0	0	0	0	0
GmISU01.12G030300	0	0	0	0	0	0	0	0	0
GmISU01.12G030400	7	2	8	3	7	6	3	8	7
GmISU01.12G030500	4	9	8	10	10	1	6	1	5
GmISU01.12G030600	0	0	0	0	0	0	0	0	0
GmISU01.12G030700	0	0	0	0	0	0	0	0	0
GmISU01.12G030800	0	0	0	0	0	0	0	0	0
GmISU01.12G030900	1	3	2	3	0	1	3	0	0
GmISU01.12G031000	0	0	0	0	0	0	0	0	0
GmISU01.12G031100	0	0	0	0	2	0	1	0	0
GmISU01.12G031200	0	0	0	0	0	0	0	0	0
GmISU01.12G031300	0	0	0	1	0	1	0	0	0
GmISU01.12G031400	0	0	0	0	0	0	0	0	0
GmISU01.12G031500	0	0	0	0	0	0	0	0	0
GmISU01.12G031600	0	0	0	0	0	1	0	0	0
GmISU01.12G031700	0	0	0	0	0	0	0	0	0
GmISU01.12G031800	0	0	0	0	0	0	0	0	0
GmISU01.12G031900	77	39	90	60	48	14	37	9	44
GmISU01.12G032000	0	0	0	0	0	0	0	0	0
GmISU01.12G032100	0	0	0	0	0	0	0	0	0
GmISU01.12G032200	0	0	0	0	0	0	0	0	0
GmISU01.12G032300	0	0	0	0	0	0	0	0	0
GmISU01.12G032400	0	0	0	0	0	0	0	0	0
GmISU01.12G032500	0	0	0	0	0	0	0	0	0
GmISU01.12G032600	30	42	51	42	37	35	39	36	27
GmISU01.12G032700	0	0	0	0	0	0	0	0	0
GmISU01.12G032800	0	0	0	0	0	0	0	0	0
GmISU01.12G032900	3	6	4	3	1	2	1	6	1
GmISU01.12G033000	275	254	307	218	265	282	296	338	335
GmISU01.12G033100	0	0	0	0	0	0	0	0	0
GmISU01.12G033200	0	1	0	1	4	0	0	1	0
GmISU01.12G033300	0	0	0	0	0	0	0	0	0
GmISU01.12G033400	0	0	0	0	0	0	0	0	0
GmISU01.12G033500	0	0	3	0	0	0	0	0	0
GmISU01.12G033600	0	1	0	0	0	0	0	0	0
GmISU01.12G033700	0	0	0	0	0	0	0	0	0
GmISU01.12G033800	0	0	0	0	0	0	0	0	0
GmISU01.12G033900	5	6	8	1	15	14	14	9	10
GmISU01.12G034000	0	0	0	0	0	0	0	0	0
GmISU01.12G034100	0	0	0	0	0	0	0	0	0
GmISU01.12G034200	0	1	0	0	0	0	0	0	0
GmISU01.12G034300	0	0	0	1	0	0	0	0	0
GmISU01.12G034400	0	0	0	0	0	0	0	0	0
GmISU01.12G034500	0	0	0	0	0	0	0	0	0
GmISU01.12G034600	0	0	0	0	0	0	0	0	0
GmISU01.12G034700	0	0	0	0	0	0	0	0	0
GmISU01.12G034800	59	33	42	42	103	78	99	61	47
GmISU01.12G034900	0	0	0	1	0	0	0	0	0
GmISU01.12G035000	0	0	0	0	0	0	0	0	0
GmISU01.12G035100	0	0	1	1	3	7	1	18	8
GmISU01.12G035200	12	10	8	5	10	9	9	21	24
GmISU01.12G035300	0	0	1	0	3	1	1	1	0
GmISU01.12G035400	2	0	0	0	0	0	0	0	1
GmISU01.12G035500	1	1	0	1	1	0	0	1	0
GmISU01.12G035600	0	0	0	0	0	0	0	0	0
GmISU01.12G035700	150	211	124	122	177	194	161	285	323
GmISU01.12G035800	0	0	0	0	2	3	1	0	0
GmISU01.12G035900	0	2	0	2	7	2	4	4	6
GmISU01.12G036000	53	126	50	78	126	204	145	391	289
GmISU01.12G036100	0	0	0	0	0	0	0	0	0
GmISU01.12G036200	8	10	22	11	13	7	8	3	13
GmISU01.12G036300	0	0	0	0	0	0	0	0	0
GmISU01.12G036400	0	0	0	0	0	0	0	0	0
GmISU01.12G036500	0	0	1	0	0	0	0	0	0
GmISU01.12G036600	0	0	0	0	0	0	0	0	0
GmISU01.12G036700	0	0	0	0	0	0	0	0	0
GmISU01.12G036800	0	0	0	0	0	0	0	0	0
GmISU01.12G036900	0	0	0	0	0	0	0	0	0
GmISU01.12G037000	0	0	0	0	0	0	0	0	0
GmISU01.12G037100	0	0	0	0	0	0	0	0	0
GmISU01.12G037200	0	0	0	0	2	1	0	0	1
GmISU01.12G037300	0	0	0	0	0	0	0	0	0
GmISU01.12G037400	0	0	0	0	0	0	0	0	0
GmISU01.12G037500	0	0	0	0	0	0	0	0	0
GmISU01.12G037600	0	0	0	0	0	0	0	0	0
GmISU01.12G037700	0	0	0	0	0	0	0	0	0
GmISU01.12G037800	0	0	0	1	0	0	0	0	0
GmISU01.12G037900	0	0	0	0	0	0	0	0	0
GmISU01.12G038000	0	0	0	0	0	0	0	0	0
GmISU01.12G038100	0	0	0	0	0	0	0	0	0
GmISU01.12G038200	0	0	0	0	0	0	0	0	0
GmISU01.12G038300	0	0	0	0	0	0	0	0	0
GmISU01.12G038400	0	0	0	0	0	0	0	0	0
GmISU01.12G038500	1	0	0	0	0	0	0	0	0
GmISU01.12G038600	0	0	0	0	0	0	0	0	0
GmISU01.12G038700	0	0	0	0	0	0	0	0	0
GmISU01.12G038800	0	0	0	0	1	1	0	0	1
GmISU01.12G038900	0	0	0	0	0	0	0	0	0
GmISU01.12G039000	1	0	0	0	0	1	2	1	0
GmISU01.12G039100	26	13	15	10	13	19	6	52	27
GmISU01.12G039200	1	3	1	2	2	0	0	0	1
GmISU01.12G039300	0	0	0	0	0	0	0	0	0
GmISU01.12G039400	0	0	1	0	1	0	0	0	0
GmISU01.12G039500	0	0	0	0	0	0	0	0	0
GmISU01.12G039600	0	0	0	0	0	0	0	0	0
GmISU01.12G039700	2	0	24	0	0	1	3	1	0
GmISU01.12G039800	0	0	0	0	1	0	0	0	2
GmISU01.12G039900	0	0	0	0	0	0	0	0	0
GmISU01.12G040000	20	19	14	13	29	26	23	38	40
GmISU01.12G040100	0	0	0	0	0	0	0	0	0
GmISU01.12G040200	0	0	0	0	0	0	0	0	0
GmISU01.12G040300	0	0	0	0	0	0	0	0	0
GmISU01.12G040400	0	0	0	0	0	0	0	0	0
GmISU01.12G040500	0	0	0	0	0	0	0	0	0
GmISU01.12G040600	0	0	0	0	0	0	0	0	0
GmISU01.12G040700	0	0	0	0	0	0	0	0	0
GmISU01.12G040800	0	0	0	0	0	0	0	0	0
GmISU01.12G040900	0	0	0	0	0	0	1	2	0
GmISU01.12G041000	0	0	0	0	0	0	0	0	0
GmISU01.12G041100	0	0	0	0	0	0	0	0	0
GmISU01.12G041200	1	0	2	0	0	1	0	1	3
GmISU01.12G041300	0	0	0	0	0	0	0	0	0
GmISU01.12G041400	0	0	0	0	0	0	0	0	0
GmISU01.12G041500	9	10	4	7	8	5	11	3	3
GmISU01.12G041600	1	1	5	3	8	5	6	5	7
GmISU01.12G041700	0	0	0	0	0	0	0	0	0
GmISU01.12G041750	0	0	1	0	2	0	1	0	3
GmISU01.12G041800	19	19	28	18	20	14	18	11	23
GmISU01.12G041900	0	0	0	0	0	0	0	0	0
GmISU01.12G042000	0	2	0	0	1	2	0	9	3
GmISU01.12G042100	0	1	0	0	4	0	4	3	3
GmISU01.12G042200	5	11	10	5	17	11	7	19	7
GmISU01.12G042300	0	0	0	0	0	0	0	0	0
GmISU01.12G042400	0	0	0	0	0	1	0	0	0
GmISU01.12G042500	0	1	0	0	0	2	1	0	0
GmISU01.12G042600	0	0	0	0	0	0	0	0	0
GmISU01.12G042700	0	0	0	0	0	0	0	0	0
GmISU01.12G042800	0	0	0	0	0	0	0	0	0
GmISU01.12G042900	31	40	21	37	30	18	42	49	74
GmISU01.12G043000	0	0	0	0	0	0	0	2	1
GmISU01.12G043100	0	0	0	0	0	0	0	0	0
GmISU01.12G043200	0	0	0	0	0	0	0	0	0
GmISU01.12G043300	0	0	0	0	0	0	0	0	0
GmISU01.12G043400	0	0	0	0	0	0	0	0	0
GmISU01.12G043500	8	9	0	5	9	6	5	12	16
GmISU01.12G043600	0	0	0	0	0	0	0	0	0
GmISU01.12G043700	0	0	0	0	0	0	0	0	0
GmISU01.12G043800	0	0	0	0	0	0	0	0	0
GmISU01.12G043900	0	0	0	0	0	0	0	0	0
GmISU01.12G044000	0	0	0	0	0	0	0	0	0
GmISU01.12G044100	69	48	72	60	60	40	70	40	34
GmISU01.12G044200	8	14	22	15	19	17	14	13	18
GmISU01.12G044300	0	0	0	0	0	0	0	0	0
GmISU01.12G044400	0	0	0	0	0	0	0	1	0
GmISU01.12G044500	0	0	0	0	0	0	0	0	0
GmISU01.12G044600	0	0	0	0	0	0	0	0	0
GmISU01.12G044700	0	0	0	0	0	0	0	0	0
GmISU01.12G044800	13	10	8	5	8	8	13	7	6
GmISU01.12G044900	0	0	0	0	0	0	0	0	0
GmISU01.12G045000	0	0	0	0	0	0	0	0	0
GmISU01.12G045100	0	0	0	0	0	0	0	0	1
GmISU01.12G045200	0	0	0	0	0	0	0	0	0
GmISU01.12G045300	4	6	4	2	7	2	4	2	5
GmISU01.12G045350	0	0	0	0	0	0	0	0	0
GmISU01.12G045400	0	0	0	0	0	0	0	0	0
GmISU01.12G045500	0	0	0	0	0	0	0	0	0
GmISU01.12G045600	0	0	0	0	0	0	0	0	0
GmISU01.12G045700	0	1	0	1	0	0	0	0	0
GmISU01.12G045800	0	0	0	0	0	0	0	0	0
GmISU01.12G045900	1	1	0	0	2	2	4	5	6
GmISU01.12G046000	12	5	11	15	4	1	1	0	2
GmISU01.12G046100	7	17	7	6	6	5	5	16	11
GmISU01.12G046200	4	6	3	7	6	3	2	9	6
GmISU01.12G046300	0	2	3	3	9	3	0	4	1
GmISU01.12G046400	15	8	15	10	27	31	21	32	17
GmISU01.12G046500	0	1	0	0	1	0	0	2	1
GmISU01.12G046600	0	0	0	0	0	0	0	0	0
GmISU01.12G046700	210	155	205	177	200	148	262	153	167
GmISU01.12G046800	0	1	0	0	0	0	0	0	0
GmISU01.12G046900	5	5	10	6	4	0	3	3	6
GmISU01.12G047000	0	0	1	0	0	0	0	1	0
GmISU01.12G047100	0	0	0	0	0	0	0	0	0
GmISU01.12G047200	0	0	0	0	0	0	0	0	0
GmISU01.12G047300	0	0	0	0	0	0	0	3	0
GmISU01.12G047400	0	0	0	0	0	0	0	0	0
GmISU01.12G047500	0	0	0	0	0	0	0	0	0
GmISU01.12G047600	1	0	0	0	0	0	0	0	0
GmISU01.12G047700	0	1	0	0	3	4	2	7	0
GmISU01.12G047800	0	0	0	0	0	0	0	0	0
GmISU01.12G047900	0	0	0	0	0	0	0	0	0
GmISU01.12G048000	45	54	31	42	48	33	33	79	62
GmISU01.12G048100	0	0	0	0	0	0	0	0	0
GmISU01.12G048200	0	0	0	0	0	0	0	0	0
GmISU01.12G048300	0	0	0	0	0	0	0	0	0
GmISU01.12G048400	0	0	0	0	0	0	0	0	0
GmISU01.12G048500	0	4	2	3	12	6	11	4	3
GmISU01.12G048600	0	0	0	0	0	0	0	0	0
GmISU01.12G048700	0	0	0	0	0	0	0	0	0
GmISU01.12G048800	0	0	2	0	0	0	0	1	2
GmISU01.12G048900	0	0	0	0	0	0	0	0	0
GmISU01.12G049000	0	0	0	0	0	0	0	0	0
GmISU01.12G049100	0	0	0	0	0	0	0	0	0
GmISU01.12G049200	0	0	0	0	0	0	0	0	0
GmISU01.12G049300	32	36	37	26	25	37	31	47	40
GmISU01.12G049400	34	32	56	30	42	50	52	53	43
GmISU01.12G049500	0	0	0	0	0	3	1	0	0
GmISU01.12G049600	0	0	0	0	0	0	0	0	0
GmISU01.12G049700	0	0	0	0	0	0	0	0	0
GmISU01.12G049800	0	0	0	0	0	0	0	0	0
GmISU01.12G049900	1	1	1	2	1	3	2	3	3
GmISU01.12G050000	0	0	0	0	0	0	0	0	0
GmISU01.12G050100	0	0	0	0	0	0	0	0	0
GmISU01.12G050200	0	0	0	0	0	0	0	1	0
GmISU01.12G050300	1	4	3	1	3	7	6	13	11
GmISU01.12G050400	0	0	0	0	0	0	0	0	0
GmISU01.12G050500	0	4	2	0	11	4	6	13	20
GmISU01.12G050600	0	0	0	0	0	0	0	0	0
GmISU01.12G050700	0	0	0	0	0	0	0	0	0
GmISU01.12G050800	0	0	0	0	0	0	0	0	0
GmISU01.12G050900	0	0	0	0	0	0	0	0	0
GmISU01.12G051000	0	0	0	0	0	0	0	0	0
GmISU01.12G051100	0	0	0	0	0	0	0	0	0
GmISU01.12G051200	7	3	9	5	8	9	3	5	4
GmISU01.12G051300	0	0	0	0	0	0	0	0	0
GmISU01.12G051400	0	0	0	0	0	0	0	0	0
GmISU01.12G051500	0	0	0	0	0	0	0	0	0
GmISU01.12G051600	0	0	0	0	0	0	0	0	0
GmISU01.12G051700	0	0	0	0	0	0	0	0	0
GmISU01.12G051800	0	0	0	0	0	0	0	0	0
GmISU01.12G051900	0	1	2	4	0	0	1	3	2
GmISU01.12G052001	2	2	0	1	1	3	5	4	3
GmISU01.12G052100	0	0	0	0	0	0	0	0	0
GmISU01.12G052200	0	0	0	0	0	0	0	0	0
GmISU01.12G052300	0	0	0	0	0	0	0	0	0
GmISU01.12G052400	0	0	0	0	0	0	0	0	0
GmISU01.12G052500	0	0	0	0	0	0	0	0	0
GmISU01.12G052600	1	0	4	2	8	4	2	2	3
GmISU01.12G052700	0	0	0	0	0	0	0	0	0
GmISU01.12G052800	0	0	0	0	0	0	0	0	0
GmISU01.12G052900	0	0	3	1	0	0	0	0	1
GmISU01.12G053000	42	74	43	47	105	87	116	132	128
GmISU01.12G053100	0	4	4	3	0	3	8	7	12
GmISU01.12G053200	0	0	0	0	0	0	0	0	0
GmISU01.12G053300	0	0	0	0	0	0	0	0	0
GmISU01.12G053400	0	0	0	0	0	1	0	0	0
GmISU01.12G053500	0	0	0	0	0	0	2	0	1
GmISU01.12G053600	0	0	0	0	0	0	0	0	0
GmISU01.12G053700	0	0	0	0	2	0	2	1	0
GmISU01.12G053800	0	0	0	0	0	0	0	0	0
